timestamp,vnindex_close,vn100_ew_close,composite_health,health_signal,volatility,agreement,market_cycle,w_market_cycle,contrib_market_cycle,market_trend,w_market_trend,contrib_market_trend,market_breadth,w_market_breadth,contrib_market_breadth,market_volatility,w_market_volatility,contrib_market_volatility
2016-01-19,535.77,94.32853930806668,0.0,0.0,0.22340012697512907,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0
2016-01-20,529.44,93.1591804085085,0.0,0.0,0.20694761718317073,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0
2016-01-21,521.88,91.92710248209941,0.0,0.0,0.20823363938131997,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0
2016-01-22,522.24,92.70824066323601,0.0,0.0,0.21094399132453726,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0
2016-01-25,542.35,95.88206830696883,0.0,0.0,0.19204659147841782,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0
2016-01-26,537.73,94.97849614087151,0.0,0.0,0.19120687583395132,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0
2016-01-27,542.69,96.16778542007124,0.0,0.0,0.18959659622054242,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0
2016-01-28,539.47,95.80212268068765,0.0,0.0,0.17682502664707417,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0
2016-01-29,545.25,96.76426552059417,0.0,0.0,0.16697352042096408,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0
2016-02-01,540.56,95.79883725128084,0.0,0.0,0.15678827886327926,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0
2016-02-02,536.45,95.21135343169384,0.0,0.0,0.16270259713227836,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0
2016-02-03,539.07,95.49967323379242,0.0,0.0,0.1598013996707923,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0
2016-02-04,542.15,96.21980335267396,0.0,0.0,0.14690200236925055,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0
2016-02-05,544.75,96.84464877413755,0.0,0.0,0.13864579754716524,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0
2016-02-15,543.79,96.6178655562766,0.0,0.0,0.13111321614878504,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0
2016-02-16,548.05,97.57832602264166,0.0,0.0,0.12608916963224637,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0
2016-02-17,547.05,97.51966801470971,0.0,0.0,0.12249033849017486,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0
2016-02-18,552.49,98.53358574910948,0.0,0.0,0.11547766582321446,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0
2016-02-19,554.0301,99.1256126703228,0.0,0.0,0.11374350470837549,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0
2016-02-22,560.71,100.43167079056407,0.0,0.0,0.10969305216206732,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0
2016-02-23,561.2801,99.98796184010732,0.0,0.0,0.11046710899441983,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0
2016-02-24,568.04,100.79928182982611,0.0,0.0,0.11266931841492488,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0
2016-02-25,562.82,99.97994290045243,0.0,0.0,0.11000268703565898,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0
2016-02-26,566.11,100.4497496614407,0.0,0.0,0.12009430061073247,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0
2016-02-29,559.37,100.43607994053534,0.0,0.0,0.11436359463752535,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0
2016-03-01,561.56,100.64141467088655,0.0,0.0,0.10765941734321613,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0
2016-03-02,570.18,101.42854672872465,0.0,0.0,0.10218001652124777,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0
2016-03-03,570.39,101.20777056436161,0.0,0.0,0.10082510213591846,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0
2016-03-04,573.65,101.90471272036478,0.0,0.0,0.09992440153847387,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0
2016-03-07,576.2,102.20072991105076,0.0,0.0,0.09832498169717709,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0
2016-03-08,574.71,102.05787091974511,0.0,0.0,0.09460539005044272,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0
2016-03-09,571.71,101.98557489124256,0.0,0.0,0.09301407359827826,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0
2016-03-10,575.91,103.22757148711655,0.0,0.0,0.09029231831642234,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0
2016-03-11,577.26,103.56060941237956,0.0,0.0,0.09319103408458043,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0
2016-03-14,577.98,103.64301483323355,0.0,0.0,0.09032933667665478,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0
2016-03-15,574.04,102.63752684688214,0.0,0.0,0.08641643617428803,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0
2016-03-16,577.07,102.94032945571767,0.0,0.0,0.10402174737782419,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0
2016-03-17,579.26,103.88507184607718,0.0,0.0,0.09956311639487464,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0
2016-03-18,575.82,103.28875544169713,0.0,0.0,0.09937728665057732,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0
2016-03-21,572.27,102.47085852338525,0.0,0.0,0.1059797777435797,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0
2016-03-22,570.91,102.3543681415722,0.0,0.0,0.11626558395197936,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0
2016-03-23,574.71,103.12918146773211,0.0,0.0,0.1111731167962816,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0
2016-03-24,570.66,102.95368063505342,0.0,0.0,0.10840306037380874,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0
2016-03-25,572.08,102.74156847606295,0.0,0.0,0.1055183946592192,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0
2016-03-28,575.72,103.73466282243169,0.0,0.0,0.10373691646354312,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0
2016-03-29,568.2801,102.90790979115134,0.0,0.0,0.10326262756995237,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0
2016-03-30,569.91,103.17932884968508,0.0,0.0,0.11409931994123534,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0
2016-03-31,561.22,101.74053822859995,0.0,0.0,0.10805545021862042,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0
2016-04-01,558.43,100.56445800303922,0.0,0.0,0.13197096496944766,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0
2016-04-04,555.82,99.84216807653237,0.0,0.0,0.14580166872469938,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0
2016-04-05,560.32,100.72423283702507,0.0,0.0,0.14792141209573675,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0
2016-04-06,567.79,101.74650222788205,0.0,0.0,0.14023494039151368,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0
2016-04-07,571.6,102.24025893814212,-1.0159408807878436,0.0,0.13454117036411073,1.0,-1.791267083143392,0.25,-0.447816770785848,-0.5981058981018005,0.25,-0.14952647452545012,-0.5984377004593364,0.25,-0.1496094251148341,-1.0759528414468456,0.25,-0.2689882103617114
2016-04-08,572.3401,102.83626008649465,-0.62171294905936,0.0,0.12671688399298497,1.0,-0.63478124268278,0.25,-0.158695310670695,-0.32962839897843943,0.25,-0.08240709974460986,-0.7986339581547347,0.25,-0.19965848953868368,-0.7238081964214857,0.25,-0.18095204910537144
2016-04-11,579.27,103.59964630933496,-0.33460149869453737,0.0,0.12064682517113003,0.5,-0.42740856337875827,0.25,-0.10685214084468957,0.008403488145305735,0.25,0.0021008720363264338,-0.45080257438370075,0.25,-0.11270064359592519,-0.4685983451609961,0.25,-0.11714958629024902
2016-04-12,579.8401,103.37522801520798,-0.3098495032239518,0.0,0.11640627152689212,1.0,-0.22479667398299014,0.25,-0.056199168495747534,-0.1705715701990109,0.25,-0.042642892549752724,-0.52202334001935,0.25,-0.1305058350048375,-0.3220064286944562,0.25,-0.08050160717361406
2016-04-13,578.02,103.36690118892697,-0.33912345022941753,0.0,0.11326623049597631,1.0,-0.7068643239906581,0.25,-0.17671608099766453,-0.22999625704236187,0.25,-0.05749906426059047,-0.24237557938920698,0.25,-0.060593894847301745,-0.17725764049544315,0.25,-0.04431441012386079
2016-04-14,579.49,104.04193953540812,0.2607625747053271,0.0,0.10661397110250072,0.5,0.9129327967537579,0.25,0.22823319918843948,0.06679753907914171,0.25,0.016699384769785428,-0.037199277007628234,0.25,-0.009299819251907059,0.10051923999603692,0.25,0.02512980999900923
2016-04-15,579.86,103.85365641357858,0.39096463994612884,0.0,0.1038812701960016,0.0,1.5967704991779816,0.25,0.3991926247944954,-0.10354221090181004,0.25,-0.02588555272545251,-0.12081771180590098,0.25,-0.030204427951475245,0.1914479833142449,0.25,0.047861995828561224
2016-04-19,568.2801,102.06498957424873,-0.3596528351696694,0.0,0.10183927266319508,0.0,0.10338897185144941,0.25,0.025847242962862352,-1.1076069210875203,0.25,-0.2769017302718801,-0.7098857705402782,0.25,-0.17747144263506956,0.2754923790976717,0.25,0.06887309477441793
2016-04-20,568.0301,102.00897061010042,-0.7302187118742864,0.0,0.13551506871604144,0.5,0.07604609700407934,0.25,0.019011524251019835,-1.1323731619811372,0.25,-0.2830932904952843,-0.705630692476101,0.25,-0.17640767311902525,-1.1589170900439865,0.25,-0.2897292725109966
2016-04-21,575.73,102.66297157300114,-0.5013925111689074,0.0,0.12643694006574555,0.5,0.07674645322225955,0.25,0.019186613305564888,-0.7796991492926014,0.25,-0.19492478732315036,-0.5537802444819797,0.25,-0.13844506112049493,-0.7488371041233078,0.25,-0.18720927603082696
2016-04-22,592.48,103.84460303105234,0.15850967211277106,0.0,0.12074313465020783,0.5,1.4058852612782522,0.25,0.35147131531956305,-0.16067058790208774,0.25,-0.040167646975521935,-0.10435864792583235,0.25,-0.02608966198145809,-0.5068173369992479,0.25,-0.12670433424981198
2016-04-25,591.58,104.0426832015438,0.2910393465100041,0.0,0.11887749490662401,0.0,1.707354864163683,0.25,0.4268387160409208,-0.10975415741859094,0.25,-0.027438539354647736,0.11228810029826901,0.25,0.028072025074567252,-0.5457314210033446,0.25,-0.13643285525083615
2016-04-26,598.48,104.7791122225616,0.45083319552493406,0.0,0.11173040439389019,0.0,1.9027062785546547,0.25,0.47567656963866367,0.23412839159178472,0.25,0.05853209789794618,-0.20719611434877727,0.25,-0.05179902858719432,-0.12630577369792617,0.25,-0.03157644342448154
2016-04-27,593.96,104.64459906993066,0.28357466531869163,0.0,0.10859255886807573,0.0,1.132126266430116,0.25,0.283031566607529,0.07600208989658809,0.25,0.019000522474147023,-0.060129532356355604,0.25,-0.015032383089088901,-0.013700162695581974,0.25,-0.0034250406738954935
2016-04-28,591.67,104.22420215401138,0.26196077685493585,0.0,0.10487606776132258,0.0,1.2695312330964394,0.25,0.31738280827410986,-0.2344925373345877,0.25,-0.05862313433364692,-0.1483410484778858,0.25,-0.03708526211947145,0.16114546013577732,0.25,0.04028636503394433
2016-04-29,598.37,105.01805191418825,0.3745834428334367,0.0,0.10708795524359897,1.0,1.0347251571908203,0.25,0.25868128929770506,0.15821944193448223,0.25,0.03955486048362056,0.23557475778245515,0.25,0.05889368944561379,0.06981441442598922,0.25,0.017453603606497305
2016-05-04,599.07,105.23919133081905,0.2801805551777997,0.0,0.10492683002601012,1.0,0.7375078836168473,0.25,0.18437697090421182,0.20245995061478783,0.25,0.05061498765369696,0.0600882190059159,0.25,0.015022054751478974,0.12066616747364783,0.25,0.03016654186841196
2016-05-05,601.51,105.3800702146736,0.60261326739242,1.0,0.0998579236872611,1.0,1.6551129081130072,0.25,0.4137782270282518,0.19770113956830496,0.25,0.04942528489207624,0.12677836115127886,0.25,0.031694590287819714,0.43086066073708923,0.25,0.10771516518427231
2016-05-06,606.52,105.27639357347034,0.5418584529569217,1.0,0.09502965840654767,1.0,1.28088968856357,0.25,0.3202224221408925,0.05140960500674558,0.25,0.012852401251686395,0.11218792536310707,0.25,0.028046981340776767,0.7229465928942638,0.25,0.18073664822356594
2016-05-09,603.85,104.6082701748989,0.32002395449330956,1.0,0.09257799401717458,0.0,1.0526458274131054,0.25,0.26316145685327635,-0.418224445594846,0.25,-0.1045561113987115,-0.14556417523322288,0.25,-0.03639104380830572,0.7912386113882017,0.25,0.19780965284705043
2016-05-10,605.05,104.35844571721817,-0.01738219739358951,1.0,0.10150113338700249,0.0,0.35800477442382483,0.25,0.08950119360595621,-0.6173044152701694,0.25,-0.15432610381754236,-0.15385450459971517,0.25,-0.03846362614992879,0.34362535587170173,0.25,0.08590633896792543
2016-05-11,614.06,105.20585110732041,0.33922726518212654,1.0,0.10092452486425292,0.5,0.9093248626224738,0.25,0.22733121565561845,-0.151607375729946,0.25,-0.0379018439324865,0.25144857674963067,0.25,0.06286214418740767,0.34774299708634776,0.25,0.08693574927158694
2016-05-12,612.12,105.3288879396487,0.23683342073656075,1.0,0.09992028575893105,0.5,0.5521848501202399,0.25,0.13804621253005997,-0.14538837764764523,0.25,-0.03634709441191131,0.23404916717239022,0.25,0.058512291793097554,0.3064880433012581,0.25,0.07662201082531453
2016-05-13,610.82,105.01618142453297,0.22149997478521416,1.0,0.0949864381517868,0.5,0.37181921180449823,0.25,0.09295480295112456,-0.40470383472778076,0.25,-0.10117595868194519,0.30059368178976137,0.25,0.07514842044744034,0.6182908402743778,0.25,0.15457271006859444
2016-05-16,615.7801,105.06175102542797,0.20359971207510505,1.0,0.09646525479561502,0.0,0.786722553628666,0.25,0.1966806384071665,-0.4315941036814551,0.25,-0.10789852592036378,-0.05483613749841223,0.25,-0.013709034374603057,0.5141065358516215,0.25,0.12852663396290537
2016-05-17,624.75,106.18622752863452,0.36977685315423797,1.0,0.09156165447689674,1.0,0.09978464431276968,0.25,0.02494616107819242,0.2101244025069549,0.25,0.05253110062673873,0.4437716050520535,0.25,0.11094290126301337,0.7254267607451739,0.25,0.18135669018629347
2016-05-18,622.45,106.20259415159181,0.2862499080860023,1.0,0.09338398814928739,1.0,0.04800846332721188,0.25,0.01200211583180297,0.12827365760607454,0.25,0.032068414401518634,0.5055590063441298,0.25,0.12638975158603244,0.4631585050665931,0.25,0.11578962626664828
2016-05-19,619.2,106.20472962008327,0.334053070494693,1.0,0.08896897280336928,1.0,0.3299737556270753,0.25,0.08249343890676883,0.04145070716410393,0.25,0.010362676791025982,0.3110842784465722,0.25,0.07777106961164305,0.6537035407410204,0.25,0.1634258851852551
2016-05-20,614.81,106.09780182764943,0.36935660877800036,1.0,0.08536375465734734,0.5,0.5835053469980006,0.25,0.14587633674950015,-0.11025590090097519,0.25,-0.027563975225243797,0.20671059687623244,0.25,0.05167764921905811,0.7974663921387437,0.25,0.19936659803468593
2016-05-23,611.0301,105.88164663422559,0.535253573390643,1.0,0.08418733150438461,0.5,1.279137951455004,0.25,0.319784487863751,-0.32456658546205347,0.25,-0.08114164636551337,0.3635810659479975,0.25,0.09089526648699937,0.8228618616216236,0.25,0.2057154654054059
2016-05-24,611.62,106.109380227098,0.5393310830614175,1.0,0.08520278397413378,0.5,1.3102149169563828,0.25,0.3275537292390957,-0.24280110851641737,0.25,-0.06070027712910434,0.34374180476075533,0.25,0.08593545119018883,0.7461687190449491,0.25,0.18654217976123727
2016-05-25,611.89,106.29634217859257,0.3708608594270829,1.0,0.08271267875594625,0.5,0.35343309823892866,0.25,0.08835827455973216,-0.19162501086854677,0.25,-0.047906252717136694,0.4115044916541378,0.25,0.10287612291353446,0.9101308586838119,0.25,0.22753271467095298
2016-05-26,604.3401,105.5248010357803,-0.054716526051584946,1.0,0.08029489705586587,0.0,-0.547639744741916,0.25,-0.136909936185479,-0.7701918886378288,0.25,-0.1925479721594572,0.03963120824757239,0.25,0.009907802061893097,1.0593343209258326,0.25,0.26483358023145814
2016-05-27,608.11,106.13897929270225,0.09931501387098313,1.0,0.09311066092272442,0.5,0.3886170131603109,0.25,0.09715425329007772,-0.4070249560617128,0.25,-0.1017562390154282,0.02774926145381447,0.25,0.006937315363453617,0.38791873693151996,0.25,0.09697968423287999
2016-05-30,614.5,106.85484170988711,0.49728660293181626,1.0,0.0917879954870459,1.0,1.0220992808211462,0.25,0.25552482020528655,0.006142442784052061,0.25,0.0015356106960130152,0.5491938487143647,0.25,0.13729846217859118,0.4117108394077023,0.25,0.10292770985192558
2016-05-31,618.44,107.55684791363886,0.594543630167293,1.0,0.09118834719826699,1.0,0.9976584894988707,0.25,0.24941462237471768,0.3876780448498594,0.25,0.09691951121246485,0.6125761854058408,0.25,0.1531440463514602,0.3802618009146007,0.25,0.09506545022865018
2016-06-01,619.86,107.94729736636374,0.5858245205815259,1.0,0.09056219631594309,1.0,0.595737364127836,0.25,0.148934341031959,0.537689374148484,0.25,0.134422343537121,0.8492493948256229,0.25,0.21231234870640572,0.3606219492241606,0.25,0.09015548730604014
2016-06-02,623.37,108.86487411272748,0.972763036602833,1.0,0.0882738340259553,1.0,1.3856394021663605,0.25,0.3464098505415901,1.0226625474206879,0.25,0.25566563685517196,0.9869378895486759,0.25,0.24673447238716897,0.4958123072756081,0.25,0.12395307681890202
2016-06-03,621.88,109.11012719338262,0.8261060522264599,1.0,0.08918740548898842,1.0,1.3374479468126867,0.25,0.3343619867031717,1.0252990908215576,0.25,0.2563247727053894,0.5958817797620956,0.25,0.1489704449405239,0.34579539150949995,0.25,0.08644884787737499
2016-06-06,620.05,108.79211121806864,0.74234963056024,1.0,0.08626490717196741,1.0,1.4560952231035278,0.25,0.36402380577588195,0.6593514903160907,0.25,0.1648378725790227,0.3043969156387124,0.25,0.0760992289096781,0.5495548931826291,0.25,0.13738872329565727
2016-06-07,624.65,109.68895487818642,0.8876502784557193,1.0,0.08879545322334098,1.0,1.3093586151370593,0.25,0.32733965378426483,1.1117454279410686,0.25,0.27793635698526714,0.7297976495228092,0.25,0.1824494123807023,0.3996994212219402,0.25,0.09992485530548505
2016-06-08,627.87,110.378653498846,0.9182444944345854,1.0,0.08948603496158312,1.0,1.058482084045488,0.25,0.264620521011372,1.3831631964185362,0.25,0.34579079910463406,0.9614198554129791,0.25,0.24035496385324479,0.2699128418613383,0.25,0.06747821046533457
2016-06-09,631.26,111.07721418548458,1.0849124732984432,1.0,0.08891099299161459,1.0,1.6160844045997913,0.25,0.4040211011499478,1.622637077647629,0.25,0.4056592694119073,0.8338634679814554,0.25,0.20846586699536385,0.26706494296489675,0.25,0.06676623574122419
2016-06-10,629.8401,111.34586428224453,1.085983623760415,1.0,0.08843412924475512,1.0,1.544286098656848,0.25,0.386071524664212,1.5667213147659091,0.25,0.3916803286914773,0.9725723864042737,0.25,0.24314309660106842,0.26035469521462945,0.25,0.06508867380365736
2016-06-13,623.58,110.35068011013945,0.6004091566232834,1.0,0.08570266881073241,1.0,0.9612856986607817,0.25,0.24032142466519543,0.7459513975973512,0.25,0.1864878493993378,0.23203431158308152,0.25,0.05800857789577038,0.4623652186519192,0.25,0.1155913046629798
2016-06-14,625.43,110.78569375227877,0.2989113792064053,1.0,0.10160128207095591,0.5,0.5580617782233823,0.25,0.13951544455584558,0.8722720412882352,0.25,0.2180680103220588,0.12710157660480592,0.25,0.03177539415120148,-0.3617898792908023,0.25,-0.09044746982270058
2016-06-15,627.02,111.17286331903216,0.39078086419077157,1.0,0.09804653109168879,0.5,0.6395874612034503,0.25,0.15989686530086258,0.957027796884611,0.25,0.23925694922115276,0.11346751274931424,0.25,0.02836687818732856,-0.1469593140742896,0.25,-0.0367398285185724
2016-06-16,625.11,111.56668738059383,0.5575410226585087,1.0,0.0947071127905739,1.0,0.8536404858299186,0.25,0.21341012145747965,1.0365105539222743,0.25,0.2591276384805686,0.28009367101399346,0.25,0.07002341775349837,0.05991937986784797,0.25,0.014979844966961992
2016-06-17,619.25,110.78906992164423,0.271767856305377,1.0,0.09183411852500256,1.0,0.2906647926485595,0.25,0.07266619816213987,0.39063233799222236,0.25,0.09765808449805559,0.1729525615844702,0.25,0.04323814039611755,0.23282173299625594,0.25,0.058205433249063986
2016-06-20,626.46,111.98372822212797,0.39836513055062706,1.0,0.10224520827783362,0.0,0.9473981327110987,0.25,0.23684953317777468,1.0018824688746915,0.25,0.25047061721867286,-0.023541682986311083,0.25,-0.005885420746577771,-0.332278396396971,0.25,-0.08306959909924275
2016-06-21,628.0,112.23130703185889,0.42580665420130104,1.0,0.10265009229783129,0.5,0.8131266906072269,0.25,0.20328167265180672,0.9845205593846525,0.25,0.24613013984616314,0.42269618999407166,0.25,0.10567404749851791,-0.5171168231807469,0.25,-0.12927920579518673
2016-06-22,626.41,112.54580500083536,0.3918690386521069,1.0,0.09795070786002782,0.5,0.34153582149447737,0.25,0.08538395537361934,1.0071327416916467,0.25,0.25178318542291167,0.4026732530715043,0.25,0.10066831326787608,-0.18386566164920046,0.25,-0.045966415412300114
2016-06-23,632.27,113.3720583851217,0.5385326080149483,1.0,0.0942209819892532,0.5,-0.08121605870293924,0.25,-0.02030401467573481,1.3288812507586674,0.25,0.33222031268966684,0.8379393716298474,0.25,0.20948484290746186,0.0685258683742177,0.25,0.017131467093554426
2016-06-24,620.77,111.30217179406958,-0.22247917229852412,1.0,0.09365824722290088,0.5,-0.782212341476413,0.25,-0.19555308536910326,-0.11342213673785115,0.25,-0.028355534184462787,-0.016886222962439808,0.25,-0.004221555740609952,0.022604011982607537,0.25,0.005651002995651884
2016-06-27,621.27,110.52492780744234,-0.9463127155385882,0.0,0.1322252492999137,1.0,-0.5162086666795477,0.25,-0.12905216666988692,-0.6907114698261446,0.25,-0.17267786745653615,-0.49159222439735595,0.25,-0.12289805609933899,-2.0867385012513044,0.25,-0.5216846253128261
2016-06-28,622.2,111.01407917058043,-1.007668844175965,0.0,0.13623361516009636,1.0,-0.770198967762859,0.25,-0.19254974194071475,-0.4579916977833816,0.25,-0.1144979244458454,-0.5880986849661222,0.25,-0.14702467124153054,-2.2143860261914967,0.25,-0.5535965065478742
2016-06-29,630.12,112.87047578877878,-0.48583179257037057,0.0,0.1279047179765586,0.0,-0.9015550268570569,0.25,-0.22538875671426423,0.606832218025126,0.25,0.1517080545062815,0.0679159073323984,0.25,0.0169789768330996,-1.7165202687819496,0.25,-0.4291300671954874
2016-06-30,632.26,112.642676408444,-0.742627855547134,0.0,0.12801971336809048,0.5,-0.8891760042587485,0.25,-0.22229400106468714,0.3222547126758882,0.25,0.08056367816897204,-0.4161717411462407,0.25,-0.10404293528656018,-1.9874183894594346,0.25,-0.49685459736485865
2016-07-01,640.3,113.28929354554515,-0.34870935852359125,0.0,0.12285405555732694,0.5,-0.25125031071391163,0.25,-0.06281257767847791,0.5931169026490287,0.25,0.14827922566225718,-0.09331138872460278,0.25,-0.023327847181150694,-1.6433926373048793,0.25,-0.4108481593262198
2016-07-04,647.96,114.66811422819907,0.08606969520008778,0.0,0.1173129649167921,0.0,-0.1041019396083898,0.25,-0.02602548490209745,1.2843889372178938,0.25,0.32109723430447346,0.47345091584727356,0.25,0.11836272896181839,-1.3094591326564264,0.25,-0.3273647831641066
2016-07-05,650.88,114.96553063442363,0.08542902085046633,0.0,0.11635526246324836,0.0,-0.10386506606542212,0.25,-0.02596626651635553,1.2629660108287406,0.25,0.31574150270718515,0.5679902998779897,0.25,0.14199757496949741,-1.385375161239443,0.25,-0.34634379030986073
